1,0.654245,-0.078435,1.022016,-0.24112,0.002635,-0.056349,-0.278968,-0.100335,0.401171,-0.034771,0.638488
1,0.630006,-0.074673,0.951818,-0.090711,0.153458,-0.0711,-0.269844,-0.082881,0.336058,-0.020219,0.590888
1,-0.342609,0.025683,0.602567,-0.571795,-0.583388,-0.052156,0.097064,-0.11076,0.439579,-0.1861,0.830966
1,-0.326534,0.012121,0.554673,-0.418821,-0.420305,-0.072871,0.093032,-0.113338,0.390782,-0.197885,0.826848
1,-0.345936,-0.000415,0.497188,-0.180727,-0.167908,-0.126904,0.102539,-0.096929,0.387117,-0.221178,0.802937
1,0.502732,-0.025164,0.472599,-0.349988,-0.30643,0.001105,0.03681,0.054866,0.003208,-0.079857,0.617174
1,0.550907,-0.053906,0.755292,-0.406451,-0.350951,-0.004772,0.059326,0.035254,-0.053417,-0.100486,0.490493
1,0.540047,-0.054883,0.754622,-0.476718,-0.420326,0.021892,0.034635,0.04909,-0.065708,-0.0763,0.481211
1,-0.453724,-0.016964,0.178742,-0.147405,-0.063065,0.045766,-0.229664,-0.038779,0.211247,0.052826,0.475329
1,-0.573848,-0.042027,0.315726,0.275691,-0.118295,-0.01438,-0.113717,-0.118803,0.365143,-0.133762,0.59116
1,0.168196,0.035408,0.401318,-0.116084,-0.058513,-0.040864,0.002384,-0.085856,0.13378,-0.052386,0.696884
1,-0.274023,0.219429,0.286281,-0.094408,-0.039432,0.055798,-0.083886,-0.374838,0.103455,0.205063,0.620542
1,-0.249709,-0.016641,0.509739,-0.339646,-0.759151,0.111432,-0.111415,-0.036914,0.328151,-0.067375,0.71604
1,-0.408465,-0.024694,0.419942,0.062315,-0.351882,0.000738,-0.062577,-0.122389,0.397449,-0.155237,0.668882
1,-0.308779,0.056637,0.419682,-0.350752,-0.322246,-0.0042,-0.027051,-0.181371,0.309248,-0.050028,0.682819
1,0.063841,0.007971,0.131923,-0.125294,-0.061271,-0.071605,-0.149963,-0.176801,0.633128,-0.121657,0.514843
1,0.525692,0.012644,-0.006941,-0.048392,0.099403,0.021601,-0.352188,-0.037225,0.441138,0.05922,0.686595
1,0.583629,0.003233,0.107305,-0.2931,-0.173296,0.023254,-0.302934,-0.06891,0.551924,-0.019493,0.785716
1,-1.456695,-0.138971,0.73185,-0.641788,-0.440831,0.117011,-0.463088,0.02709,0.38287,0.093963,0.822967
1,-1.391815,-0.138076,0.621599,-0.247243,-0.044032,0.017387,-0.400075,-0.022673,0.390104,0.02585,0.761324
1,0.549203,-0.031416,1.173141,-0.632789,-0.438868,0.014941,-0.213769,-0.073505,0.372746,0.013225,0.62838
1,0.631673,-0.01911,0.171242,-0.503518,-0.393474,0.055813,-0.324046,-0.061003,0.607625,-0.048095,0.839675
1,0.48465,-0.036994,1.176286,-0.285023,-0.054692,-0.072639,-0.21246,-0.152915,0.41895,-0.01849,0.577624
1,0.526262,-0.077031,1.246455,-0.323302,-0.529043,0.082059,-0.345695,-0.066618,0.428841,0.0275,0.640546
1,-0.412455,0.028721,0.553737,-0.143475,-0.140528,-0.156616,0.160969,-0.130308,0.403476,-0.238199,0.872616
1,-0.349848,0.006282,0.516721,-0.105319,-0.091358,-0.164545,0.134639,-0.115635,0.429004,-0.246351,0.808815
1,-0.560142,0.079112,0.571688,0.091902,-0.463625,-0.494848,-0.139427,-0.158441,0.370873,-0.318896,0.83376
1,-0.505202,0.021933,0.539421,-0.377873,-0.390195,-0.088336,0.109053,-0.133845,0.426061,-0.211897,0.839573
1,-0.477195,0.038283,0.594245,-0.368407,-0.36247,-0.09468,0.102601,-0.145001,0.437799,-0.181447,0.847507
1,-0.482452,0.165106,0.498027,-0.00362,-0.122502,-0.61662,-0.021214,-0.18194,0.393273,-0.287235,0.801885
1,-0.45334,0.005147,0.567466,-0.407806,-0.411011,-0.083262,0.09476,-0.147714,0.42319,-0.220159,0.829927
